mean_rate
0.0
6.0
0.0
12.0
6.0
12.0
0.0
0.0
12.0
0.0
0.0
0.0
6.0
15.0
0.0
0.0
18.0
3.0
0.0
12.0
0.0
6.0
0.0
0.0
15.0
9.0
0.0
21.0
0.0
0.0
6.0
0.0
0.0
9.0
0.0
0.0
9.0
3.0
0.0
0.0
30.0
0.0
9.0
12.0
6.0
12.0
6.0
0.0
0.0
9.0
0.0
12.0
0.0
6.0
0.0
21.0
0.0
0.0
0.0
3.0
0.0
0.0
9.0
9.0
12.0
0.0
9.0
6.0
0.0
0.0
6.0
18.0
3.0
0.0
0.0
0.0
0.0
18.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.0
3.0
0.0
0.0
0.0
0.0
0.0
3.0
0.0
0.0
0.0
0.0
3.0
0.0
0.0
0.0
9.0
9.0
0.0
0.0
6.0
0.0
18.0
3.0
0.0
15.0
18.0
0.0
0.0
0.0
0.0
0.0
6.0
15.0
0.0
9.0
6.0
0.0
6.0
0.0
9.0
12.0
0.0
3.0
3.0
0.0
12.0
0.0
0.0
0.0
0.0
0.0
0.0
18.0
0.0
0.0
9.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12.0
9.0
12.0
